participant_id,scenario_id,difficulty,cognitive_trigger,participant_action,correct_response,is_correct,response_time_seconds,timestamp,metric_overall_accuracy,metric_total_scenarios,metric_correct_responses,metric_incorrect_responses,metric_average_response_time
P007,PS003,hard,authority_bias,Clicked Link,report_phishing,True,44.46067749127704,2025-10-02T18:54:17.869323,0.2222222222222222,9,2,7,35.13468039774107
P007,PS006,easy,curiosity_bias,report_phishing,report_phishing,True,47.65287721708482,2025-10-02T18:54:17.869328,0.2222222222222222,9,2,7,35.13468039774107
P007,PS009,medium,none,open_email,safe_to_open,False,27.70899356281629,2025-10-02T18:54:17.869332,0.2222222222222222,9,2,7,35.13468039774107
P007,PS004,easy,urgency_bias,click_link,report_phishing,False,36.141783687522626,2025-10-02T18:54:17.869337,0.2222222222222222,9,2,7,35.13468039774107
P007,PS005,medium,urgency_bias,download_attachment,report_phishing,False,51.268266233872026,2025-10-02T18:54:17.869341,0.2222222222222222,9,2,7,35.13468039774107
P007,PS007,medium,curiosity_bias,click_link,report_phishing,False,29.934244860430667,2025-10-02T18:54:17.869345,0.2222222222222222,9,2,7,35.13468039774107
P007,PS002,medium,authority_bias,download_attachment,report_phishing,False,23.783379677167705,2025-10-02T18:54:17.869349,0.2222222222222222,9,2,7,35.13468039774107
P007,PS001,easy,authority_bias,verify_with_sender,report_phishing,False,44.78521821323394,2025-10-02T18:54:17.869353,0.2222222222222222,9,2,7,35.13468039774107
P007,PS008,hard,familiarity_bias,download_attachment,verify_with_sender,False,10.476682636264492,2025-10-02T18:54:17.869357,0.2222222222222222,9,2,7,35.13468039774107
P008,PS004,easy,urgency_bias,click_link,report_phishing,False,36.92036313310902,2025-10-02T18:54:17.869425,0.1111111111111111,9,1,8,44.49951431685877
P008,PS002,medium,authority_bias,download_attachment,report_phishing,False,45.091398313608835,2025-10-02T18:54:17.869430,0.1111111111111111,9,1,8,44.49951431685877
P008,PS007,medium,curiosity_bias,report_phishing,report_phishing,True,54.28539734281153,2025-10-02T18:54:17.869435,0.1111111111111111,9,1,8,44.49951431685877
P008,PS006,easy,curiosity_bias,delete,report_phishing,False,45.14382804205376,2025-10-02T18:54:17.869439,0.1111111111111111,9,1,8,44.49951431685877
P008,PS008,hard,familiarity_bias,report_phishing,verify_with_sender,False,41.00352493317919,2025-10-02T18:54:17.869443,0.1111111111111111,9,1,8,44.49951431685877
P008,PS009,medium,none,click_link,safe_to_open,False,29.002869355678374,2025-10-02T18:54:17.869447,0.1111111111111111,9,1,8,44.49951431685877
P008,PS005,medium,urgency_bias,delete,report_phishing,False,59.99714635543667,2025-10-02T18:54:17.869452,0.1111111111111111,9,1,8,44.49951431685877
P008,PS003,hard,authority_bias,click_link,report_phishing,False,68.55595296815963,2025-10-02T18:54:17.869456,0.1111111111111111,9,1,8,44.49951431685877
P008,PS001,easy,authority_bias,safe_to_open,report_phishing,False,20.49514840769197,2025-10-02T18:54:17.869460,0.1111111111111111,9,1,8,44.49951431685877
P009,PS006,easy,curiosity_bias,Clicked Link,report_phishing,False,56.40765713704289,2025-10-02T18:54:17.869525,0.0,9,0,9,44.701442357441366
P009,PS008,hard,familiarity_bias,delete,verify_with_sender,False,44.35993874059391,2025-10-02T18:54:17.869530,0.0,9,0,9,44.701442357441366
P009,PS007,medium,curiosity_bias,open_email,report_phishing,False,41.36132210301892,2025-10-02T18:54:17.869534,0.0,9,0,9,44.701442357441366
P009,PS003,hard,authority_bias,open_email,report_phishing,False,40.4762430789947,2025-10-02T18:54:17.869538,0.0,9,0,9,44.701442357441366
P009,PS001,easy,authority_bias,delete,report_phishing,False,29.010167120320844,2025-10-02T18:54:17.869543,0.0,9,0,9,44.701442357441366
P009,PS009,medium,none,click_link,safe_to_open,False,66.44181990535213,2025-10-02T18:54:17.869547,0.0,9,0,9,44.701442357441366
P009,PS005,medium,urgency_bias,safe_to_open,report_phishing,False,31.752049545783777,2025-10-02T18:54:17.869551,0.0,9,0,9,44.701442357441366
P009,PS004,easy,urgency_bias,click_link,report_phishing,False,56.51469167314594,2025-10-02T18:54:17.869555,0.0,9,0,9,44.701442357441366
P009,PS002,medium,authority_bias,delete,report_phishing,False,35.98909191271918,2025-10-02T18:54:17.869559,0.0,9,0,9,44.701442357441366
P010,PS006,easy,curiosity_bias,click_link,report_phishing,False,22.00438970870935,2025-10-02T18:54:17.869632,0.1111111111111111,9,1,8,41.2752215865747
P010,PS007,medium,curiosity_bias,delete,report_phishing,False,15.167011111148057,2025-10-02T18:54:17.869637,0.1111111111111111,9,1,8,41.2752215865747
P010,PS004,easy,urgency_bias,delete,report_phishing,False,32.938293655846174,2025-10-02T18:54:17.869641,0.1111111111111111,9,1,8,41.2752215865747
P010,PS008,hard,familiarity_bias,open_email,verify_with_sender,False,61.426552085107105,2025-10-02T18:54:17.869645,0.1111111111111111,9,1,8,41.2752215865747
P010,PS005,medium,urgency_bias,click_link,report_phishing,False,48.2648575047755,2025-10-02T18:54:17.869650,0.1111111111111111,9,1,8,41.2752215865747
P010,PS010,easy,none,safe_to_open,safe_to_open,True,49.36215833784357,2025-10-02T18:54:17.869654,0.1111111111111111,9,1,8,41.2752215865747
P010,PS003,hard,authority_bias,delete,report_phishing,False,64.12192487314914,2025-10-02T18:54:17.869658,0.1111111111111111,9,1,8,41.2752215865747
P010,PS009,medium,none,report_phishing,safe_to_open,False,36.624914109154,2025-10-02T18:54:17.869662,0.1111111111111111,9,1,8,41.2752215865747
P010,PS002,medium,authority_bias,download_attachment,report_phishing,False,41.566892893439416,2025-10-02T18:54:17.869668,0.1111111111111111,9,1,8,41.2752215865747
P011,PS002,medium,authority_bias,Clicked Link,report_phishing,False,36.59284593302804,2025-10-02T18:54:17.869765,0.3333333333333333,9,3,6,42.24946054876261
P011,PS001,easy,authority_bias,report_phishing,report_phishing,True,51.53586964127609,2025-10-02T18:54:17.869770,0.3333333333333333,9,3,6,42.24946054876261
P011,PS008,hard,familiarity_bias,verify_with_sender,verify_with_sender,True,27.199041451065245,2025-10-02T18:54:17.869774,0.3333333333333333,9,3,6,42.24946054876261
P011,PS006,easy,curiosity_bias,safe_to_open,report_phishing,False,53.06323721467158,2025-10-02T18:54:17.869779,0.3333333333333333,9,3,6,42.24946054876261
P011,PS003,hard,authority_bias,safe_to_open,report_phishing,False,49.18404232427383,2025-10-02T18:54:17.869783,0.3333333333333333,9,3,6,42.24946054876261
P011,PS007,medium,curiosity_bias,report_phishing,report_phishing,True,23.73831976677643,2025-10-02T18:54:17.869787,0.3333333333333333,9,3,6,42.24946054876261
P011,PS004,easy,urgency_bias,download_attachment,report_phishing,False,46.75856419166861,2025-10-02T18:54:17.869791,0.3333333333333333,9,3,6,42.24946054876261
P011,PS005,medium,urgency_bias,click_link,report_phishing,False,68.42651511239148,2025-10-02T18:54:17.869795,0.3333333333333333,9,3,6,42.24946054876261
P011,PS009,medium,none,delete,safe_to_open,False,23.74670930371223,2025-10-02T18:54:17.869799,0.3333333333333333,9,3,6,42.24946054876261
P012,PS003,hard,authority_bias,click_link,report_phishing,False,81.38005540321836,2025-10-02T18:54:17.869872,0.3333333333333333,9,3,6,39.12656451762436
P012,PS008,hard,familiarity_bias,verify_with_sender,verify_with_sender,True,21.26029758290804,2025-10-02T18:54:17.869877,0.3333333333333333,9,3,6,39.12656451762436
P012,PS007,medium,curiosity_bias,delete,report_phishing,False,30.267610310001245,2025-10-02T18:54:17.869881,0.3333333333333333,9,3,6,39.12656451762436
P012,PS006,easy,curiosity_bias,safe_to_open,report_phishing,False,50.81594404188996,2025-10-02T18:54:17.869885,0.3333333333333333,9,3,6,39.12656451762436
P012,PS004,easy,urgency_bias,report_phishing,report_phishing,True,31.14978704511144,2025-10-02T18:54:17.869889,0.3333333333333333,9,3,6,39.12656451762436
P012,PS001,easy,authority_bias,report_phishing,report_phishing,True,5.686480344197307,2025-10-02T18:54:17.869893,0.3333333333333333,9,3,6,39.12656451762436
P012,PS009,medium,none,click_link,safe_to_open,False,40.769402494302824,2025-10-02T18:54:17.869898,0.3333333333333333,9,3,6,39.12656451762436
P012,PS002,medium,authority_bias,verify_with_sender,report_phishing,False,46.504121428715,2025-10-02T18:54:17.869902,0.3333333333333333,9,3,6,39.12656451762436
P012,PS005,medium,urgency_bias,click_link,report_phishing,False,44.30538200827503,2025-10-02T18:54:17.869906,0.3333333333333333,9,3,6,39.12656451762436
P013,PS006,easy,curiosity_bias,Clicked Link,report_phishing,False,37.367128020676475,2025-10-02T18:54:17.869974,0.2222222222222222,9,2,7,44.327937569077264
P013,PS002,medium,authority_bias,click_link,report_phishing,False,47.56390378310012,2025-10-02T18:54:17.869979,0.2222222222222222,9,2,7,44.327937569077264
P013,PS003,hard,authority_bias,verify_with_sender,report_phishing,False,37.14085272600026,2025-10-02T18:54:17.869983,0.2222222222222222,9,2,7,44.327937569077264
P013,PS010,easy,none,open_email,safe_to_open,False,47.478091005988816,2025-10-02T18:54:17.869988,0.2222222222222222,9,2,7,44.327937569077264
P013,PS008,hard,familiarity_bias,verify_with_sender,verify_with_sender,True,46.59808010929898,2025-10-02T18:54:17.869992,0.2222222222222222,9,2,7,44.327937569077264
P013,PS005,medium,urgency_bias,verify_with_sender,report_phishing,False,61.09981048973694,2025-10-02T18:54:17.869996,0.2222222222222222,9,2,7,44.327937569077264
P013,PS004,easy,urgency_bias,report_phishing,report_phishing,True,37.55397709784593,2025-10-02T18:54:17.870000,0.2222222222222222,9,2,7,44.327937569077264
P013,PS009,medium,none,click_link,safe_to_open,False,35.14210541554003,2025-10-02T18:54:17.870004,0.2222222222222222,9,2,7,44.327937569077264
P013,PS007,medium,curiosity_bias,open_email,report_phishing,False,49.00748947350788,2025-10-02T18:54:17.870008,0.2222222222222222,9,2,7,44.327937569077264
P014,PS007,medium,curiosity_bias,verify_with_sender,report_phishing,False,56.77973941654935,2025-10-02T18:54:17.870072,0.1111111111111111,9,1,8,49.10230936860941
P014,PS003,hard,authority_bias,safe_to_open,report_phishing,False,74.62080051397706,2025-10-02T18:54:17.870077,0.1111111111111111,9,1,8,49.10230936860941
P014,PS009,medium,none,safe_to_open,safe_to_open,True,32.89753634528766,2025-10-02T18:54:17.870081,0.1111111111111111,9,1,8,49.10230936860941
P014,PS010,easy,none,verify_with_sender,safe_to_open,False,50.26269088166922,2025-10-02T18:54:17.870085,0.1111111111111111,9,1,8,49.10230936860941
P014,PS002,medium,authority_bias,download_attachment,report_phishing,False,67.83188414841393,2025-10-02T18:54:17.870089,0.1111111111111111,9,1,8,49.10230936860941
P014,PS004,easy,urgency_bias,delete,report_phishing,False,54.78845844453341,2025-10-02T18:54:17.870093,0.1111111111111111,9,1,8,49.10230936860941
P014,PS006,easy,curiosity_bias,click_link,report_phishing,False,46.04526669625661,2025-10-02T18:54:17.870098,0.1111111111111111,9,1,8,49.10230936860941
P014,PS008,hard,familiarity_bias,click_link,verify_with_sender,False,38.61132803802517,2025-10-02T18:54:17.870102,0.1111111111111111,9,1,8,49.10230936860941
P014,PS005,medium,urgency_bias,open_email,report_phishing,False,20.08307983277225,2025-10-02T18:54:17.870106,0.1111111111111111,9,1,8,49.10230936860941
P015,PS003,hard,authority_bias,Clicked Link,report_phishing,True,51.333005938730935,2025-10-02T18:54:17.870172,0.2222222222222222,9,2,7,46.72561413966514
P015,PS008,hard,familiarity_bias,download_attachment,verify_with_sender,False,50.76525817072761,2025-10-02T18:54:17.870177,0.2222222222222222,9,2,7,46.72561413966514
P015,PS004,easy,urgency_bias,verify_with_sender,report_phishing,False,40.085041516548365,2025-10-02T18:54:17.870181,0.2222222222222222,9,2,7,46.72561413966514
P015,PS010,easy,none,click_link,safe_to_open,False,45.209053231826886,2025-10-02T18:54:17.870185,0.2222222222222222,9,2,7,46.72561413966514
P015,PS009,medium,none,open_email,safe_to_open,False,66.84011200748795,2025-10-02T18:54:17.870189,0.2222222222222222,9,2,7,46.72561413966514
P015,PS007,medium,curiosity_bias,delete,report_phishing,False,38.46758851111939,2025-10-02T18:54:17.870194,0.2222222222222222,9,2,7,46.72561413966514
P015,PS001,easy,authority_bias,safe_to_open,report_phishing,False,43.52524203337573,2025-10-02T18:54:17.870199,0.2222222222222222,9,2,7,46.72561413966514
P015,PS002,medium,authority_bias,report_phishing,report_phishing,True,27.30630766171797,2025-10-02T18:54:17.870203,0.2222222222222222,9,2,7,46.72561413966514
P015,PS005,medium,urgency_bias,delete,report_phishing,False,56.99891818545143,2025-10-02T18:54:17.870207,0.2222222222222222,9,2,7,46.72561413966514
P016,PS008,hard,familiarity_bias,verify_with_sender,verify_with_sender,True,36.14918668145207,2025-10-02T18:54:17.870273,0.2222222222222222,9,2,7,43.94790279079536
P016,PS002,medium,authority_bias,verify_with_sender,report_phishing,False,50.554081751453374,2025-10-02T18:54:17.870277,0.2222222222222222,9,2,7,43.94790279079536
P016,PS001,easy,authority_bias,click_link,report_phishing,False,62.41712787378212,2025-10-02T18:54:17.870283,0.2222222222222222,9,2,7,43.94790279079536
P016,PS005,medium,urgency_bias,verify_with_sender,report_phishing,False,51.49985958765473,2025-10-02T18:54:17.870288,0.2222222222222222,9,2,7,43.94790279079536
P016,PS006,easy,curiosity_bias,report_phishing,report_phishing,True,42.15070055926466,2025-10-02T18:54:17.870292,0.2222222222222222,9,2,7,43.94790279079536
P016,PS004,easy,urgency_bias,safe_to_open,report_phishing,False,26.59084801911428,2025-10-02T18:54:17.870296,0.2222222222222222,9,2,7,43.94790279079536
P016,PS003,hard,authority_bias,open_email,report_phishing,False,5.540089921565624,2025-10-02T18:54:17.870300,0.2222222222222222,9,2,7,43.94790279079536
P016,PS009,medium,none,delete,safe_to_open,False,54.8080624677427,2025-10-02T18:54:17.870305,0.2222222222222222,9,2,7,43.94790279079536
P016,PS007,medium,curiosity_bias,download_attachment,report_phishing,False,65.82116825512868,2025-10-02T18:54:17.870309,0.2222222222222222,9,2,7,43.94790279079536
P017,PS001,easy,authority_bias,Clicked Link,report_phishing,False,54.62138896468322,2025-10-02T18:54:17.870372,0.0,9,0,9,41.48749971464955
P017,PS005,medium,urgency_bias,delete,report_phishing,False,22.49527348438204,2025-10-02T18:54:17.870377,0.0,9,0,9,41.48749971464955
P017,PS003,hard,authority_bias,safe_to_open,report_phishing,False,61.86481618190603,2025-10-02T18:54:17.870381,0.0,9,0,9,41.48749971464955
P017,PS008,hard,familiarity_bias,click_link,verify_with_sender,False,58.050624000849936,2025-10-02T18:54:17.870385,0.0,9,0,9,41.48749971464955
P017,PS007,medium,curiosity_bias,download_attachment,report_phishing,False,36.629737673819854,2025-10-02T18:54:17.870390,0.0,9,0,9,41.48749971464955
P017,PS009,medium,none,verify_with_sender,safe_to_open,False,54.21529815737342,2025-10-02T18:54:17.870394,0.0,9,0,9,41.48749971464955
P017,PS004,easy,urgency_bias,download_attachment,report_phishing,False,42.59354017698987,2025-10-02T18:54:17.870398,0.0,9,0,9,41.48749971464955
P017,PS006,easy,curiosity_bias,click_link,report_phishing,False,5.0,2025-10-02T18:54:17.870402,0.0,9,0,9,41.48749971464955
P017,PS002,medium,authority_bias,open_email,report_phishing,False,37.916818791841614,2025-10-02T18:54:17.870406,0.0,9,0,9,41.48749971464955
P018,PS005,medium,urgency_bias,download_attachment,report_phishing,False,41.07784186595496,2025-10-02T18:54:17.870474,0.0,9,0,9,36.923059385765896
P018,PS007,medium,curiosity_bias,click_link,report_phishing,False,43.60261824457845,2025-10-02T18:54:17.870479,0.0,9,0,9,36.923059385765896
P018,PS004,easy,urgency_bias,safe_to_open,report_phishing,False,26.644177326501637,2025-10-02T18:54:17.870483,0.0,9,0,9,36.923059385765896
P018,PS008,hard,familiarity_bias,open_email,verify_with_sender,False,39.3973158363695,2025-10-02T18:54:17.870487,0.0,9,0,9,36.923059385765896
P018,PS002,medium,authority_bias,open_email,report_phishing,False,5.0,2025-10-02T18:54:17.870491,0.0,9,0,9,36.923059385765896
P018,PS001,easy,authority_bias,verify_with_sender,report_phishing,False,46.74902897395877,2025-10-02T18:54:17.870495,0.0,9,0,9,36.923059385765896
P018,PS006,easy,curiosity_bias,download_attachment,report_phishing,False,44.1852641720942,2025-10-02T18:54:17.870499,0.0,9,0,9,36.923059385765896
P018,PS009,medium,none,report_phishing,safe_to_open,False,38.69943881861673,2025-10-02T18:54:17.870503,0.0,9,0,9,36.923059385765896
P018,PS003,hard,authority_bias,verify_with_sender,report_phishing,False,46.9518492338188,2025-10-02T18:54:17.870507,0.0,9,0,9,36.923059385765896
P019,PS002,medium,authority_bias,Clicked Link,report_phishing,False,36.70747503769608,2025-10-02T18:54:17.870574,0.2222222222222222,9,2,7,48.76985669386826
P019,PS007,medium,curiosity_bias,delete,report_phishing,False,41.9079001584756,2025-10-02T18:54:17.870579,0.2222222222222222,9,2,7,48.76985669386826
P019,PS006,easy,curiosity_bias,click_link,report_phishing,False,51.39185742263553,2025-10-02T18:54:17.870583,0.2222222222222222,9,2,7,48.76985669386826
P019,PS003,hard,authority_bias,report_phishing,report_phishing,True,42.17737928646743,2025-10-02T18:54:17.870587,0.2222222222222222,9,2,7,48.76985669386826
P019,PS004,easy,urgency_bias,click_link,report_phishing,False,41.12360258338008,2025-10-02T18:54:17.870591,0.2222222222222222,9,2,7,48.76985669386826
P019,PS009,medium,none,click_link,safe_to_open,False,57.50912041680961,2025-10-02T18:54:17.870595,0.2222222222222222,9,2,7,48.76985669386826
P019,PS008,hard,familiarity_bias,verify_with_sender,verify_with_sender,True,65.50049379126295,2025-10-02T18:54:17.870599,0.2222222222222222,9,2,7,48.76985669386826
P019,PS005,medium,urgency_bias,verify_with_sender,report_phishing,False,36.17344647654208,2025-10-02T18:54:17.870603,0.2222222222222222,9,2,7,48.76985669386826
P019,PS001,easy,authority_bias,open_email,report_phishing,False,66.43743507154497,2025-10-02T18:54:17.870607,0.2222222222222222,9,2,7,48.76985669386826
P020,PS009,medium,none,report_phishing,safe_to_open,False,52.36190372980536,2025-10-02T18:54:17.870677,0.1111111111111111,9,1,8,33.62758060362401
P020,PS006,easy,curiosity_bias,verify_with_sender,report_phishing,False,21.554729912542673,2025-10-02T18:54:17.870682,0.1111111111111111,9,1,8,33.62758060362401
P020,PS008,hard,familiarity_bias,verify_with_sender,verify_with_sender,True,19.73284299547158,2025-10-02T18:54:17.870686,0.1111111111111111,9,1,8,33.62758060362401
P020,PS010,easy,none,delete,safe_to_open,False,35.301782580784156,2025-10-02T18:54:17.870690,0.1111111111111111,9,1,8,33.62758060362401
P020,PS005,medium,urgency_bias,open_email,report_phishing,False,50.990359129308224,2025-10-02T18:54:17.870694,0.1111111111111111,9,1,8,33.62758060362401
P020,PS001,easy,authority_bias,download_attachment,report_phishing,False,53.399736014204194,2025-10-02T18:54:17.870709,0.1111111111111111,9,1,8,33.62758060362401
P020,PS003,hard,authority_bias,click_link,report_phishing,False,21.936611409267964,2025-10-02T18:54:17.870714,0.1111111111111111,9,1,8,33.62758060362401
P020,PS007,medium,curiosity_bias,download_attachment,report_phishing,False,5.0,2025-10-02T18:54:17.870718,0.1111111111111111,9,1,8,33.62758060362401
P020,PS002,medium,authority_bias,open_email,report_phishing,False,42.370259661232005,2025-10-02T18:54:17.870722,0.1111111111111111,9,1,8,33.62758060362401
P021,PS002,medium,authority_bias,safe_to_open,report_phishing,False,22.688428777973257,2025-10-02T18:54:17.870793,0.0,9,0,9,38.61855516807183
P021,PS001,easy,authority_bias,delete,report_phishing,False,32.169529692340625,2025-10-02T18:54:17.870798,0.0,9,0,9,38.61855516807183
